,emg_max_0,emg_max_1,emg_max_2,emg_0,emg_1,emg_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_med_0,emg_med_1,emg_med_2,emg_min_0,emg_min_1,emg_min_2
0,597.0,462.0,609.0,597.0,462.0,490.0,497.0,497.0,497.0,574.0,574.0,574.0,548.0,548.0,548.0,548.0,419.0,419.0,419.0,419.0,533.0,533.0,533.0,533.0,597.0,597.0,390.0,390.0,390.0,433.0,433.0,433.0,396.0,396.0,396.0,396.0,449.0,449.0,449.0,449.0,401.0,401.0,401.0,401.0,462.0,462.0,609.0,609.0,609.0,546.0,546.0,546.0,574.0,574.0,574.0,574.0,494.0,494.0,494.0,494.0,451.0,451.0,451.0,451.0,490.0,490.0,178.0,214.0,233.0,505.5111111111111,464.68888888888887,580.5333333333333,419.0,390.0,451.0
0,597.0,462.0,574.0,486.0,441.0,552.0,574.0,574.0,574.0,548.0,548.0,548.0,548.0,419.0,419.0,419.0,419.0,533.0,533.0,533.0,533.0,597.0,597.0,597.0,597.0,486.0,433.0,433.0,433.0,396.0,396.0,396.0,396.0,449.0,449.0,449.0,449.0,401.0,401.0,401.0,401.0,462.0,462.0,462.0,462.0,441.0,546.0,546.0,546.0,574.0,574.0,574.0,574.0,494.0,494.0,494.0,494.0,451.0,451.0,451.0,451.0,490.0,490.0,490.0,490.0,552.0,178.0,214.0,212.0,511.06666666666666,459.5777777777778,570.7111111111111,419.0,396.0,451.0
0,597.0,462.0,589.0,521.0,392.0,589.0,548.0,548.0,419.0,419.0,419.0,419.0,533.0,533.0,533.0,533.0,597.0,597.0,597.0,597.0,486.0,486.0,486.0,486.0,486.0,521.0,396.0,396.0,449.0,449.0,449.0,449.0,401.0,401.0,401.0,401.0,462.0,462.0,462.0,462.0,441.0,441.0,441.0,441.0,441.0,392.0,574.0,574.0,494.0,494.0,494.0,494.0,451.0,451.0,451.0,451.0,490.0,490.0,490.0,490.0,552.0,552.0,552.0,552.0,552.0,589.0,178.0,214.0,212.0,513.9333333333333,449.1111111111111,567.0444444444445,419.0,392.0,451.0
0,597.0,537.0,598.0,447.0,537.0,598.0,419.0,419.0,533.0,533.0,533.0,533.0,597.0,597.0,597.0,597.0,486.0,486.0,486.0,486.0,486.0,521.0,521.0,521.0,447.0,447.0,449.0,449.0,401.0,401.0,401.0,401.0,462.0,462.0,462.0,462.0,441.0,441.0,441.0,441.0,441.0,392.0,392.0,392.0,537.0,537.0,494.0,494.0,451.0,451.0,451.0,451.0,490.0,490.0,490.0,490.0,552.0,552.0,552.0,552.0,552.0,589.0,589.0,589.0,598.0,598.0,178.0,147.0,212.0,511.8,447.84444444444443,564.6222222222223,419.0,392.0,451.0
0,597.0,537.0,639.0,522.0,514.0,639.0,533.0,533.0,533.0,597.0,597.0,597.0,597.0,486.0,486.0,486.0,486.0,486.0,521.0,521.0,521.0,447.0,447.0,447.0,522.0,522.0,401.0,401.0,401.0,462.0,462.0,462.0,462.0,441.0,441.0,441.0,441.0,441.0,392.0,392.0,392.0,537.0,537.0,537.0,514.0,514.0,451.0,451.0,451.0,490.0,490.0,490.0,490.0,552.0,552.0,552.0,552.0,552.0,589.0,589.0,589.0,598.0,598.0,598.0,639.0,639.0,178.0,147.0,212.0,508.2,452.4222222222222,564.1777777777778,447.0,392.0,451.0
0,597.0,579.0,639.0,521.0,579.0,566.0,597.0,597.0,486.0,486.0,486.0,486.0,486.0,521.0,521.0,521.0,447.0,447.0,447.0,522.0,522.0,522.0,522.0,522.0,521.0,521.0,462.0,462.0,441.0,441.0,441.0,441.0,441.0,392.0,392.0,392.0,537.0,537.0,537.0,514.0,514.0,514.0,514.0,514.0,579.0,579.0,490.0,490.0,552.0,552.0,552.0,552.0,552.0,589.0,589.0,589.0,598.0,598.0,598.0,639.0,639.0,639.0,639.0,639.0,566.0,566.0,178.0,189.0,212.0,509.1333333333333,457.35555555555555,564.3111111111111,447.0,392.0,490.0
0,522.0,630.0,639.0,486.0,630.0,573.0,486.0,486.0,521.0,521.0,521.0,447.0,447.0,447.0,522.0,522.0,522.0,522.0,522.0,521.0,521.0,521.0,521.0,521.0,486.0,486.0,441.0,441.0,392.0,392.0,392.0,537.0,537.0,537.0,514.0,514.0,514.0,514.0,514.0,579.0,579.0,579.0,579.0,579.0,630.0,630.0,552.0,552.0,589.0,589.0,589.0,598.0,598.0,598.0,639.0,639.0,639.0,639.0,639.0,566.0,566.0,566.0,566.0,566.0,573.0,573.0,178.0,240.0,188.0,513.8222222222222,467.06666666666666,555.4,447.0,392.0,552.0
0,522.0,630.0,639.0,486.0,630.0,573.0,521.0,521.0,447.0,447.0,447.0,522.0,522.0,522.0,522.0,522.0,521.0,521.0,521.0,521.0,521.0,486.0,486.0,486.0,486.0,486.0,392.0,392.0,537.0,537.0,537.0,514.0,514.0,514.0,514.0,514.0,579.0,579.0,579.0,579.0,579.0,630.0,630.0,630.0,630.0,630.0,589.0,589.0,598.0,598.0,598.0,639.0,639.0,639.0,639.0,639.0,566.0,566.0,566.0,566.0,566.0,573.0,573.0,573.0,573.0,573.0,178.0,238.0,188.0,513.0888888888888,483.06666666666666,553.0,447.0,392.0,566.0
0,536.0,632.0,639.0,511.0,632.0,569.0,522.0,522.0,522.0,522.0,522.0,521.0,521.0,521.0,521.0,521.0,486.0,486.0,486.0,486.0,486.0,536.0,536.0,536.0,511.0,511.0,514.0,514.0,514.0,514.0,514.0,579.0,579.0,579.0,579.0,579.0,630.0,630.0,630.0,630.0,630.0,506.0,506.0,506.0,632.0,632.0,639.0,639.0,639.0,639.0,639.0,566.0,566.0,566.0,566.0,566.0,573.0,573.0,573.0,573.0,573.0,628.0,628.0,628.0,569.0,569.0,178.0,240.0,188.0,508.9111111111111,498.4222222222222,558.2444444444444,486.0,506.0,566.0
0,550.0,632.0,671.0,550.0,516.0,671.0,522.0,521.0,521.0,521.0,521.0,521.0,486.0,486.0,486.0,486.0,486.0,536.0,536.0,536.0,511.0,511.0,511.0,511.0,550.0,550.0,514.0,579.0,579.0,579.0,579.0,579.0,630.0,630.0,630.0,630.0,630.0,506.0,506.0,506.0,632.0,632.0,632.0,632.0,516.0,516.0,639.0,566.0,566.0,566.0,566.0,566.0,573.0,573.0,573.0,573.0,573.0,628.0,628.0,628.0,569.0,569.0,569.0,569.0,671.0,671.0,178.0,240.0,220.0,513.0888888888888,511.8888888888889,565.8888888888889,486.0,506.0,566.0
0,550.0,632.0,671.0,500.0,599.0,634.0,521.0,521.0,521.0,486.0,486.0,486.0,486.0,486.0,536.0,536.0,536.0,511.0,511.0,511.0,511.0,550.0,550.0,550.0,550.0,500.0,579.0,579.0,579.0,630.0,630.0,630.0,630.0,630.0,506.0,506.0,506.0,632.0,632.0,632.0,632.0,516.0,516.0,516.0,516.0,599.0,566.0,566.0,566.0,573.0,573.0,573.0,573.0,573.0,628.0,628.0,628.0,569.0,569.0,569.0,569.0,671.0,671.0,671.0,671.0,634.0,150.0,240.0,220.0,518.1777777777778,519.2666666666667,577.8222222222222,486.0,506.0,566.0
0,550.0,662.0,677.0,481.0,662.0,677.0,486.0,486.0,486.0,536.0,536.0,536.0,511.0,511.0,511.0,511.0,550.0,550.0,550.0,550.0,500.0,500.0,500.0,500.0,481.0,481.0,630.0,630.0,630.0,506.0,506.0,506.0,632.0,632.0,632.0,632.0,516.0,516.0,516.0,516.0,599.0,599.0,599.0,599.0,662.0,662.0,573.0,573.0,573.0,628.0,628.0,628.0,569.0,569.0,569.0,569.0,671.0,671.0,671.0,671.0,634.0,634.0,634.0,634.0,677.0,677.0,150.0,270.0,187.0,510.8222222222222,541.3555555555556,598.3333333333334,481.0,506.0,569.0
0,550.0,662.0,677.0,515.0,566.0,668.0,536.0,536.0,511.0,511.0,511.0,511.0,550.0,550.0,550.0,550.0,500.0,500.0,500.0,500.0,481.0,481.0,481.0,481.0,515.0,515.0,506.0,506.0,632.0,632.0,632.0,632.0,516.0,516.0,516.0,516.0,599.0,599.0,599.0,599.0,662.0,662.0,662.0,662.0,566.0,566.0,628.0,628.0,569.0,569.0,569.0,569.0,671.0,671.0,671.0,671.0,634.0,634.0,634.0,634.0,677.0,677.0,677.0,677.0,668.0,668.0,103.0,270.0,125.0,506.9555555555556,555.8,611.8,481.0,506.0,569.0
0,550.0,662.0,677.0,506.0,540.0,672.0,511.0,511.0,511.0,550.0,550.0,550.0,550.0,500.0,500.0,500.0,500.0,481.0,481.0,481.0,481.0,515.0,515.0,515.0,506.0,506.0,632.0,632.0,632.0,516.0,516.0,516.0,516.0,599.0,599.0,599.0,599.0,662.0,662.0,662.0,662.0,566.0,566.0,566.0,540.0,540.0,569.0,569.0,569.0,671.0,671.0,671.0,671.0,634.0,634.0,634.0,634.0,677.0,677.0,677.0,677.0,668.0,668.0,668.0,672.0,672.0,103.0,270.0,111.0,508.4888888888889,562.9777777777778,619.7111111111111,481.0,516.0,569.0
0,550.0,662.0,677.0,485.0,567.0,564.0,550.0,550.0,550.0,500.0,500.0,500.0,500.0,481.0,481.0,481.0,481.0,515.0,515.0,515.0,506.0,506.0,506.0,506.0,485.0,485.0,516.0,516.0,516.0,599.0,599.0,599.0,599.0,662.0,662.0,662.0,662.0,566.0,566.0,566.0,540.0,540.0,540.0,540.0,567.0,567.0,671.0,671.0,671.0,634.0,634.0,634.0,634.0,677.0,677.0,677.0,677.0,668.0,668.0,668.0,672.0,672.0,672.0,672.0,564.0,564.0,103.0,156.0,113.0,507.8666666666667,574.1111111111111,622.0888888888888,481.0,516.0,564.0
0,515.0,662.0,677.0,489.0,538.0,605.0,500.0,500.0,500.0,500.0,481.0,481.0,481.0,481.0,515.0,515.0,515.0,506.0,506.0,506.0,506.0,485.0,485.0,485.0,485.0,489.0,599.0,599.0,599.0,599.0,662.0,662.0,662.0,662.0,566.0,566.0,566.0,540.0,540.0,540.0,540.0,567.0,567.0,567.0,567.0,538.0,634.0,634.0,634.0,634.0,677.0,677.0,677.0,677.0,668.0,668.0,668.0,672.0,672.0,672.0,672.0,564.0,564.0,564.0,564.0,605.0,69.0,156.0,113.0,508.8222222222222,575.9777777777778,619.8222222222222,481.0,538.0,564.0
0,515.0,662.0,677.0,489.0,413.0,659.0,481.0,481.0,481.0,515.0,515.0,515.0,506.0,506.0,506.0,506.0,485.0,485.0,485.0,485.0,489.0,489.0,489.0,489.0,489.0,489.0,662.0,662.0,662.0,566.0,566.0,566.0,540.0,540.0,540.0,540.0,567.0,567.0,567.0,567.0,538.0,538.0,538.0,538.0,413.0,413.0,677.0,677.0,677.0,668.0,668.0,668.0,672.0,672.0,672.0,672.0,564.0,564.0,564.0,564.0,605.0,605.0,605.0,605.0,659.0,659.0,69.0,249.0,113.0,505.1777777777778,571.6444444444444,620.0666666666667,481.0,413.0,564.0
0,515.0,567.0,672.0,493.0,419.0,652.0,515.0,515.0,506.0,506.0,506.0,506.0,485.0,485.0,485.0,485.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,493.0,493.0,566.0,566.0,540.0,540.0,540.0,540.0,567.0,567.0,567.0,567.0,538.0,538.0,538.0,538.0,413.0,413.0,413.0,413.0,419.0,419.0,668.0,668.0,672.0,672.0,672.0,672.0,564.0,564.0,564.0,564.0,605.0,605.0,605.0,605.0,659.0,659.0,659.0,659.0,652.0,652.0,69.0,249.0,113.0,502.5111111111111,557.1555555555556,628.0222222222222,485.0,413.0,564.0
0,565.0,567.0,686.0,565.0,411.0,686.0,506.0,506.0,506.0,485.0,485.0,485.0,485.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,493.0,493.0,493.0,493.0,565.0,540.0,540.0,540.0,567.0,567.0,567.0,567.0,538.0,538.0,538.0,538.0,413.0,413.0,413.0,413.0,419.0,419.0,419.0,419.0,411.0,672.0,672.0,672.0,564.0,564.0,564.0,564.0,605.0,605.0,605.0,605.0,659.0,659.0,659.0,659.0,652.0,652.0,652.0,652.0,686.0,84.0,251.0,122.0,504.5777777777778,542.9111111111112,634.0444444444445,485.0,411.0,564.0
0,565.0,567.0,686.0,565.0,411.0,686.0,485.0,485.0,485.0,485.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,493.0,493.0,493.0,493.0,565.0,565.0,565.0,565.0,567.0,567.0,567.0,567.0,538.0,538.0,538.0,538.0,413.0,413.0,413.0,413.0,419.0,419.0,419.0,419.0,411.0,411.0,411.0,411.0,564.0,564.0,564.0,564.0,605.0,605.0,605.0,605.0,659.0,659.0,659.0,659.0,652.0,652.0,652.0,652.0,686.0,686.0,686.0,686.0,84.0,251.0,122.0,508.73333333333335,531.0666666666667,640.3555555555556,485.0,411.0,564.0
0,565.0,538.0,686.0,503.0,417.0,558.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,493.0,493.0,493.0,493.0,565.0,565.0,565.0,565.0,509.0,509.0,509.0,503.0,503.0,538.0,538.0,538.0,413.0,413.0,413.0,413.0,419.0,419.0,419.0,419.0,411.0,411.0,411.0,411.0,394.0,394.0,394.0,417.0,417.0,605.0,605.0,605.0,659.0,659.0,659.0,659.0,652.0,652.0,652.0,652.0,686.0,686.0,686.0,686.0,576.0,576.0,576.0,558.0,558.0,84.0,268.0,128.0,507.31111111111113,516.0222222222222,637.9555555555555,489.0,394.0,558.0
0,565.0,419.0,686.0,478.0,347.0,610.0,489.0,489.0,489.0,493.0,493.0,493.0,493.0,565.0,565.0,565.0,565.0,509.0,509.0,509.0,503.0,503.0,503.0,503.0,478.0,478.0,413.0,413.0,413.0,419.0,419.0,419.0,419.0,411.0,411.0,411.0,411.0,394.0,394.0,394.0,417.0,417.0,417.0,417.0,347.0,347.0,659.0,659.0,659.0,652.0,652.0,652.0,652.0,686.0,686.0,686.0,686.0,576.0,576.0,576.0,558.0,558.0,558.0,558.0,610.0,610.0,87.0,315.0,128.0,502.7111111111111,496.75555555555553,632.2444444444444,478.0,347.0,558.0
0,565.0,446.0,686.0,493.0,446.0,569.0,493.0,493.0,493.0,493.0,565.0,565.0,565.0,565.0,509.0,509.0,509.0,503.0,503.0,503.0,503.0,478.0,478.0,478.0,493.0,493.0,419.0,419.0,419.0,419.0,411.0,411.0,411.0,411.0,394.0,394.0,394.0,417.0,417.0,417.0,417.0,347.0,347.0,347.0,446.0,446.0,652.0,652.0,652.0,652.0,686.0,686.0,686.0,686.0,576.0,576.0,576.0,558.0,558.0,558.0,558.0,610.0,610.0,610.0,569.0,569.0,87.0,315.0,128.0,500.46666666666664,484.0,628.9111111111112,478.0,347.0,558.0
0,565.0,446.0,686.0,492.0,252.0,554.0,565.0,565.0,509.0,509.0,509.0,503.0,503.0,503.0,503.0,478.0,478.0,478.0,478.0,493.0,493.0,493.0,493.0,493.0,492.0,492.0,411.0,411.0,394.0,394.0,394.0,417.0,417.0,417.0,417.0,347.0,347.0,347.0,347.0,446.0,446.0,446.0,446.0,446.0,252.0,252.0,686.0,686.0,576.0,576.0,576.0,558.0,558.0,558.0,558.0,610.0,610.0,610.0,610.0,569.0,569.0,569.0,569.0,569.0,554.0,554.0,87.0,315.0,132.0,501.1777777777778,449.3777777777778,615.7555555555556,478.0,252.0,554.0
0,509.0,473.0,610.0,473.0,473.0,461.0,509.0,503.0,503.0,503.0,503.0,478.0,478.0,478.0,478.0,493.0,493.0,493.0,493.0,493.0,492.0,492.0,492.0,492.0,473.0,473.0,394.0,417.0,417.0,417.0,417.0,347.0,347.0,347.0,347.0,446.0,446.0,446.0,446.0,446.0,252.0,252.0,252.0,252.0,473.0,473.0,576.0,558.0,558.0,558.0,558.0,610.0,610.0,610.0,610.0,569.0,569.0,569.0,569.0,569.0,554.0,554.0,554.0,554.0,461.0,461.0,92.0,315.0,225.0,498.4888888888889,431.8666666666667,601.4,473.0,252.0,461.0
0,568.0,500.0,613.0,568.0,500.0,613.0,503.0,503.0,478.0,478.0,478.0,493.0,493.0,493.0,493.0,493.0,492.0,492.0,492.0,492.0,473.0,473.0,473.0,473.0,568.0,568.0,417.0,417.0,347.0,347.0,347.0,446.0,446.0,446.0,446.0,446.0,252.0,252.0,252.0,252.0,473.0,473.0,473.0,473.0,500.0,500.0,558.0,558.0,610.0,610.0,610.0,569.0,569.0,569.0,569.0,569.0,554.0,554.0,554.0,554.0,461.0,461.0,461.0,461.0,613.0,613.0,95.0,315.0,225.0,498.4,428.0,590.7111111111111,473.0,252.0,461.0
0,568.0,574.0,613.0,466.0,574.0,609.0,478.0,493.0,493.0,493.0,493.0,493.0,492.0,492.0,492.0,492.0,473.0,473.0,473.0,473.0,568.0,568.0,568.0,568.0,466.0,466.0,347.0,446.0,446.0,446.0,446.0,446.0,252.0,252.0,252.0,252.0,473.0,473.0,473.0,473.0,500.0,500.0,500.0,500.0,574.0,574.0,610.0,569.0,569.0,569.0,569.0,569.0,554.0,554.0,554.0,554.0,461.0,461.0,461.0,461.0,613.0,613.0,613.0,613.0,609.0,609.0,102.0,322.0,225.0,503.0,424.4888888888889,595.0666666666667,466.0,252.0,461.0
0,568.0,574.0,613.0,567.0,545.0,602.0,493.0,493.0,493.0,492.0,492.0,492.0,492.0,473.0,473.0,473.0,473.0,568.0,568.0,568.0,568.0,466.0,466.0,466.0,567.0,567.0,446.0,446.0,446.0,252.0,252.0,252.0,252.0,473.0,473.0,473.0,473.0,500.0,500.0,500.0,500.0,574.0,574.0,574.0,545.0,545.0,569.0,569.0,569.0,554.0,554.0,554.0,554.0,461.0,461.0,461.0,461.0,613.0,613.0,613.0,613.0,609.0,609.0,609.0,602.0,602.0,102.0,322.0,225.0,505.9555555555556,425.6,595.0222222222222,466.0,252.0,461.0
0,626.0,574.0,613.0,626.0,565.0,386.0,492.0,492.0,492.0,492.0,473.0,473.0,473.0,473.0,568.0,568.0,568.0,568.0,466.0,466.0,466.0,567.0,567.0,567.0,626.0,626.0,252.0,252.0,252.0,252.0,473.0,473.0,473.0,473.0,500.0,500.0,500.0,500.0,574.0,574.0,574.0,545.0,545.0,545.0,565.0,565.0,554.0,554.0,554.0,554.0,461.0,461.0,461.0,461.0,613.0,613.0,613.0,613.0,609.0,609.0,609.0,602.0,602.0,602.0,386.0,386.0,160.0,322.0,300.0,513.7777777777778,435.2888888888889,581.6222222222223,466.0,252.0,386.0
0,626.0,574.0,660.0,588.0,498.0,660.0,473.0,473.0,473.0,473.0,568.0,568.0,568.0,568.0,466.0,466.0,466.0,567.0,567.0,567.0,626.0,626.0,626.0,626.0,588.0,588.0,473.0,473.0,473.0,473.0,500.0,500.0,500.0,500.0,574.0,574.0,574.0,545.0,545.0,545.0,565.0,565.0,565.0,565.0,498.0,498.0,461.0,461.0,461.0,461.0,613.0,613.0,613.0,613.0,609.0,609.0,609.0,602.0,602.0,602.0,386.0,386.0,386.0,386.0,660.0,660.0,160.0,322.0,300.0,524.0,445.4222222222222,570.0,466.0,473.0,386.0
0,626.0,574.0,660.0,588.0,498.0,660.0,473.0,568.0,568.0,568.0,568.0,466.0,466.0,466.0,567.0,567.0,567.0,626.0,626.0,626.0,626.0,588.0,588.0,588.0,588.0,588.0,473.0,500.0,500.0,500.0,500.0,574.0,574.0,574.0,545.0,545.0,545.0,565.0,565.0,565.0,565.0,498.0,498.0,498.0,498.0,498.0,461.0,613.0,613.0,613.0,613.0,609.0,609.0,609.0,602.0,602.0,602.0,386.0,386.0,386.0,386.0,660.0,660.0,660.0,660.0,660.0,160.0,322.0,300.0,527.1333333333333,451.0444444444444,569.0222222222222,466.0,473.0,386.0
0,626.0,607.0,667.0,465.0,607.0,667.0,466.0,466.0,466.0,567.0,567.0,567.0,626.0,626.0,626.0,626.0,588.0,588.0,588.0,588.0,588.0,563.0,563.0,563.0,563.0,465.0,574.0,574.0,574.0,545.0,545.0,545.0,565.0,565.0,565.0,565.0,498.0,498.0,498.0,498.0,498.0,465.0,465.0,465.0,465.0,607.0,609.0,609.0,609.0,602.0,602.0,602.0,386.0,386.0,386.0,386.0,660.0,660.0,660.0,660.0,660.0,625.0,625.0,625.0,625.0,667.0,161.0,355.0,281.0,528.4666666666667,461.3333333333333,570.5111111111111,465.0,465.0,386.0
0,626.0,659.0,667.0,561.0,659.0,506.0,567.0,626.0,626.0,626.0,626.0,588.0,588.0,588.0,588.0,588.0,563.0,563.0,563.0,563.0,465.0,465.0,465.0,465.0,465.0,561.0,545.0,565.0,565.0,565.0,565.0,498.0,498.0,498.0,498.0,498.0,465.0,465.0,465.0,465.0,607.0,607.0,607.0,607.0,607.0,659.0,602.0,386.0,386.0,386.0,386.0,660.0,660.0,660.0,660.0,660.0,625.0,625.0,625.0,625.0,667.0,667.0,667.0,667.0,667.0,506.0,161.0,407.0,281.0,526.9333333333333,485.15555555555557,577.8888888888889,465.0,465.0,386.0
0,588.0,659.0,761.0,525.0,437.0,761.0,588.0,588.0,588.0,588.0,563.0,563.0,563.0,563.0,465.0,465.0,465.0,465.0,465.0,561.0,561.0,561.0,561.0,561.0,525.0,525.0,498.0,498.0,498.0,498.0,465.0,465.0,465.0,465.0,607.0,607.0,607.0,607.0,607.0,659.0,659.0,659.0,659.0,659.0,437.0,437.0,660.0,660.0,660.0,660.0,625.0,625.0,625.0,625.0,667.0,667.0,667.0,667.0,667.0,506.0,506.0,506.0,506.0,506.0,761.0,761.0,161.0,407.0,375.0,535.4,510.2888888888889,578.0888888888888,465.0,437.0,506.0
0,563.0,811.0,761.0,435.0,811.0,714.0,563.0,563.0,465.0,465.0,465.0,465.0,465.0,561.0,561.0,561.0,561.0,561.0,525.0,525.0,525.0,525.0,525.0,525.0,435.0,435.0,465.0,465.0,607.0,607.0,607.0,607.0,607.0,659.0,659.0,659.0,659.0,659.0,437.0,437.0,437.0,437.0,437.0,437.0,811.0,811.0,625.0,625.0,667.0,667.0,667.0,667.0,667.0,506.0,506.0,506.0,506.0,506.0,761.0,761.0,761.0,761.0,761.0,761.0,714.0,714.0,191.0,374.0,375.0,535.7555555555556,542.9555555555555,602.9333333333333,435.0,437.0,506.0
0,561.0,811.0,761.0,435.0,811.0,714.0,465.0,465.0,465.0,561.0,561.0,561.0,561.0,561.0,525.0,525.0,525.0,525.0,525.0,525.0,435.0,435.0,435.0,435.0,435.0,435.0,607.0,607.0,607.0,659.0,659.0,659.0,659.0,659.0,437.0,437.0,437.0,437.0,437.0,437.0,811.0,811.0,811.0,811.0,811.0,811.0,667.0,667.0,667.0,506.0,506.0,506.0,506.0,506.0,761.0,761.0,761.0,761.0,761.0,761.0,714.0,714.0,714.0,714.0,714.0,714.0,191.0,374.0,375.0,532.3777777777777,573.0,625.4222222222222,435.0,437.0,506.0
0,561.0,811.0,761.0,543.0,360.0,759.0,561.0,561.0,561.0,525.0,525.0,525.0,525.0,525.0,525.0,435.0,435.0,435.0,435.0,435.0,543.0,543.0,543.0,543.0,543.0,473.0,659.0,659.0,659.0,437.0,437.0,437.0,437.0,437.0,437.0,811.0,811.0,811.0,811.0,811.0,360.0,360.0,360.0,360.0,360.0,422.0,506.0,506.0,506.0,761.0,761.0,761.0,761.0,761.0,761.0,714.0,714.0,714.0,714.0,714.0,759.0,759.0,759.0,759.0,759.0,693.0,191.0,451.0,375.0,531.8666666666667,555.8,641.7333333333333,435.0,360.0,506.0
0,543.0,811.0,761.0,519.0,427.0,601.0,525.0,525.0,525.0,525.0,435.0,435.0,435.0,435.0,435.0,435.0,543.0,543.0,543.0,543.0,543.0,473.0,473.0,473.0,473.0,519.0,437.0,437.0,437.0,437.0,811.0,811.0,811.0,811.0,811.0,811.0,360.0,360.0,360.0,360.0,360.0,422.0,422.0,422.0,422.0,427.0,761.0,761.0,761.0,761.0,714.0,714.0,714.0,714.0,714.0,714.0,759.0,759.0,759.0,759.0,759.0,693.0,693.0,693.0,693.0,601.0,191.0,451.0,375.0,526.9333333333333,540.9555555555555,649.4888888888889,435.0,360.0,601.0
0,543.0,811.0,759.0,451.0,324.0,388.0,435.0,435.0,435.0,435.0,435.0,543.0,543.0,543.0,543.0,473.0,473.0,473.0,473.0,519.0,519.0,519.0,519.0,519.0,451.0,451.0,811.0,811.0,811.0,811.0,811.0,360.0,360.0,360.0,360.0,422.0,422.0,422.0,422.0,427.0,427.0,427.0,427.0,427.0,324.0,324.0,714.0,714.0,714.0,714.0,714.0,759.0,759.0,759.0,759.0,693.0,693.0,693.0,693.0,601.0,601.0,601.0,601.0,601.0,388.0,388.0,153.0,487.0,373.0,514.3777777777777,524.8222222222222,662.5555555555555,435.0,324.0,388.0
0,543.0,603.0,759.0,428.0,603.0,194.0,543.0,543.0,543.0,543.0,543.0,473.0,473.0,473.0,473.0,519.0,519.0,519.0,519.0,519.0,451.0,451.0,451.0,451.0,451.0,428.0,360.0,360.0,360.0,360.0,360.0,422.0,422.0,422.0,422.0,427.0,427.0,427.0,427.0,427.0,324.0,324.0,324.0,324.0,324.0,603.0,759.0,759.0,759.0,759.0,759.0,693.0,693.0,693.0,693.0,601.0,601.0,601.0,601.0,601.0,388.0,388.0,388.0,388.0,388.0,194.0,135.0,487.0,567.0,499.2,512.4222222222222,628.8,428.0,324.0,194.0
0,596.0,603.0,693.0,596.0,556.0,588.0,473.0,473.0,473.0,519.0,519.0,519.0,519.0,519.0,451.0,451.0,451.0,451.0,451.0,428.0,428.0,428.0,428.0,428.0,596.0,596.0,422.0,422.0,422.0,427.0,427.0,427.0,427.0,427.0,324.0,324.0,324.0,324.0,324.0,603.0,603.0,603.0,603.0,603.0,556.0,556.0,693.0,693.0,693.0,601.0,601.0,601.0,601.0,601.0,388.0,388.0,388.0,388.0,388.0,194.0,194.0,194.0,194.0,194.0,588.0,588.0,168.0,487.0,567.0,495.2,519.2666666666667,586.0444444444445,428.0,324.0,194.0
0,596.0,603.0,601.0,564.0,179.0,369.0,519.0,519.0,519.0,451.0,451.0,451.0,451.0,451.0,428.0,428.0,428.0,428.0,428.0,596.0,596.0,596.0,564.0,564.0,564.0,564.0,427.0,427.0,427.0,324.0,324.0,324.0,324.0,324.0,603.0,603.0,603.0,603.0,603.0,556.0,556.0,556.0,179.0,179.0,179.0,179.0,601.0,601.0,601.0,388.0,388.0,388.0,388.0,388.0,194.0,194.0,194.0,194.0,194.0,588.0,588.0,588.0,369.0,369.0,369.0,369.0,168.0,632.0,567.0,500.5111111111111,476.6222222222222,568.5333333333333,428.0,179.0,194.0
