,emg_ampl_0,emg_ampl_1,emg_ampl_2,emg_max_0,emg_max_1,emg_max_2,emg_prev_0_0,emg_prev_0_1,emg_prev_0_2,emg_prev_0_3,emg_prev_0_4,emg_prev_0_5,emg_prev_0_6,emg_prev_0_7,emg_prev_0_8,emg_prev_0_9,emg_prev_0_10,emg_prev_0_11,emg_prev_0_12,emg_prev_0_13,emg_prev_0_14,emg_prev_0_15,emg_prev_0_16,emg_prev_0_17,emg_prev_0_18,emg_prev_0_19,emg_prev_1_0,emg_prev_1_1,emg_prev_1_2,emg_prev_1_3,emg_prev_1_4,emg_prev_1_5,emg_prev_1_6,emg_prev_1_7,emg_prev_1_8,emg_prev_1_9,emg_prev_1_10,emg_prev_1_11,emg_prev_1_12,emg_prev_1_13,emg_prev_1_14,emg_prev_1_15,emg_prev_1_16,emg_prev_1_17,emg_prev_1_18,emg_prev_1_19,emg_prev_2_0,emg_prev_2_1,emg_prev_2_2,emg_prev_2_3,emg_prev_2_4,emg_prev_2_5,emg_prev_2_6,emg_prev_2_7,emg_prev_2_8,emg_prev_2_9,emg_prev_2_10,emg_prev_2_11,emg_prev_2_12,emg_prev_2_13,emg_prev_2_14,emg_prev_2_15,emg_prev_2_16,emg_prev_2_17,emg_prev_2_18,emg_prev_2_19,emg_min_0,emg_min_1,emg_min_2,emg_0,emg_1,emg_2,emg_med_0,emg_med_1,emg_med_2
0,3.0,11.0,15.0,503.0,517.0,502.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,503.0,503.0,503.0,503.0,503.0,503.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,517.0,517.0,517.0,517.0,517.0,517.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,502.0,502.0,502.0,502.0,502.0,502.0,501.0,506.0,494.0,500,500,500,501.1,508.8,500.1
0,10.0,22.0,8.0,511.0,517.0,502.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,511.0,511.0,511.0,511.0,511.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,495.0,495.0,495.0,495.0,495.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,500.0,500.0,500.0,500.0,500.0,503.0,495.0,500.0,500,500,500,503.8666666666667,512.9666666666667,500.93333333333334
0,8.0,22.0,2.0,516.0,526.0,506.0,503.0,503.0,503.0,503.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,516.0,516.0,516.0,517.0,517.0,517.0,517.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,526.0,526.0,526.0,502.0,502.0,502.0,502.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,506.0,506.0,506.0,503.0,495.0,500.0,500,500,500,507.0,506.3,501.1333333333333
0,5.0,31.0,7.0,516.0,526.0,507.0,511.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,514.0,514.0,514.0,514.0,514.0,514.0,495.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,500.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,511.0,495.0,500.0,500,500,500,513.8,512.7,503.7
0,4.0,1.0,9.0,523.0,516.0,516.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,523.0,523.0,523.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,499.0,499.0,499.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,501.0,501.0,501.0,514.0,516.0,501.0,500,500,500,516.5333333333333,516.3666666666667,512.7
0,5.0,17.0,16.0,523.0,501.0,517.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,522.0,522.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,517.0,517.0,522.0,499.0,501.0,500,500,500,521.2666666666667,504.8,507.06666666666666
0,9.0,17.0,16.0,527.0,506.0,517.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,527.0,527.0,527.0,527.0,527.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,506.0,506.0,506.0,506.0,506.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,504.0,504.0,504.0,504.0,504.0,522.0,499.0,501.0,500,500,500,522.8,500.3,506.1
0,4.0,2.0,13.0,527.0,506.0,517.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,527.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,523.0,504.0,504.0,500,500,500,526.2,505.6,506.6
0,1.0,24.0,4.0,524.0,504.0,521.0,523.0,523.0,523.0,523.0,523.0,523.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,504.0,504.0,504.0,504.0,504.0,504.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,517.0,517.0,517.0,517.0,517.0,517.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,523.0,480.0,517.0,500,500,500,523.4,494.4,518.6
0,6.0,11.0,11.0,519.0,491.0,512.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,518.0,484.0,510.0,500,500,500,520.1666666666666,485.3666666666667,514.0333333333333
0,9.0,59.0,10.0,518.0,543.0,514.0,518.0,518.0,518.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,509.0,509.0,509.0,509.0,509.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,543.0,543.0,543.0,543.0,543.0,510.0,510.0,510.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,514.0,514.0,514.0,514.0,514.0,509.0,484.0,504.0,500,500,500,516.2333333333333,489.9,507.8
0,8.0,59.0,10.0,509.0,543.0,514.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,508.0,510.0,513.0,500,500,500,508.9,530.0333333333333,513.3333333333334
0,7.0,12.0,22.0,508.0,518.0,513.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,505.0,505.0,505.0,505.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,506.0,506.0,506.0,506.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,513.0,513.0,513.0,513.0,513.0,513.0,503.0,503.0,503.0,503.0,503.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,501.0,506.0,491.0,500,500,500,505.6333333333333,511.46666666666664,505.46666666666664
0,7.0,7.0,16.0,501.0,518.0,507.0,501.0,501.0,501.0,501.0,501.0,496.0,496.0,496.0,496.0,496.0,496.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,518.0,518.0,518.0,518.0,518.0,514.0,514.0,514.0,514.0,514.0,514.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,491.0,491.0,491.0,491.0,491.0,504.0,504.0,504.0,504.0,504.0,504.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,494.0,511.0,491.0,500,500,500,497.96666666666664,515.2,498.3
0,3.0,10.0,14.0,497.0,514.0,506.0,497.0,497.0,497.0,497.0,497.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,504.0,504.0,504.0,504.0,504.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,493.0,493.0,493.0,493.0,493.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,495.0,504.0,493.0,500,500,500,495.0,511.3333333333333,504.1666666666667
0,8.0,16.0,4.0,503.0,514.0,510.0,495.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,514.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,506.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,495.0,498.0,506.0,500,500,500,499.8,508.6333333333333,507.43333333333334
0,8.0,20.0,19.0,515.0,514.0,522.0,507.0,507.0,507.0,507.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,519.0,519.0,514.0,514.0,514.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,487.0,487.0,522.0,522.0,522.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,507.0,494.0,503.0,500,500,500,511.26666666666665,503.3333333333333,511.8666666666667
0,4.0,42.0,28.0,519.0,529.0,531.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,517.0,487.0,512.0,500,500,500,517.7333333333333,503.3333333333333,517.7666666666667
0,4.0,28.0,8.0,521.0,529.0,531.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,521.0,521.0,521.0,521.0,521.0,521.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,501.0,501.0,501.0,501.0,501.0,501.0,531.0,531.0,531.0,531.0,531.0,531.0,529.0,529.0,529.0,529.0,529.0,529.0,529.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,517.0,501.0,523.0,500,500,500,517.9333333333333,521.6666666666666,529.1333333333333
0,10.0,20.0,23.0,518.0,521.0,504.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,511.0,511.0,511.0,511.0,511.0,511.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,521.0,521.0,521.0,521.0,521.0,521.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,504.0,504.0,504.0,504.0,504.0,504.0,511.0,501.0,500.0,500,500,500,517.7333333333333,504.3333333333333,507.56666666666666
0,9.0,20.0,5.0,520.0,521.0,509.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,511.0,501.0,504.0,500,500,500,513.7,515.0,505.5
0,5.0,6.0,29.0,525.0,495.0,517.0,525.0,525.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,495.0,517.0,517.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,521.0,495.0,488.0,500,500,500,522.4,495.4,500.03333333333336
0,17.0,25.0,31.0,521.0,520.0,519.0,521.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,517.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,495.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,504.0,495.0,488.0,500,500,500,515.8666666666667,500.43333333333334,502.8666666666667
0,5.0,3.0,8.0,507.0,494.0,504.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,502.0,491.0,496.0,500,500,500,504.8333333333333,492.3,499.46666666666664
0,16.0,23.0,14.0,502.0,514.0,510.0,502.0,502.0,502.0,502.0,502.0,502.0,498.0,498.0,498.0,498.0,498.0,498.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,494.0,494.0,494.0,494.0,494.0,494.0,507.0,507.0,507.0,507.0,507.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,504.0,504.0,504.0,504.0,504.0,504.0,510.0,510.0,510.0,510.0,510.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,491.0,494.0,504.0,500,500,500,499.4,500.26666666666665,505.96666666666664
0,1.0,14.0,13.0,491.0,514.0,509.0,491.0,491.0,491.0,491.0,491.0,491.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,514.0,514.0,514.0,514.0,514.0,514.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,509.0,509.0,509.0,509.0,509.0,509.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,490.0,500.0,496.0,500,500,500,490.6,508.4,503.8
0,7.0,16.0,14.0,497.0,516.0,510.0,490.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,499.0,499.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,496.0,496.0,490.0,500.0,496.0,500,500,500,494.2,510.1333333333333,504.8666666666667
0,3.0,1.0,16.0,499.0,516.0,512.0,499.0,499.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,516.0,516.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,496.0,496.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,496.0,515.0,496.0,500,500,500,497.23333333333335,515.4333333333333,505.53333333333336
0,10.0,18.0,23.0,506.0,498.0,500.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,499.0,497.0,489.0,500,500,500,499.73333333333335,502.6333333333333,500.26666666666665
0,8.0,15.0,15.0,514.0,513.0,504.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,514.0,514.0,514.0,514.0,514.0,514.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,505.0,505.0,505.0,505.0,505.0,505.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,504.0,504.0,504.0,504.0,504.0,504.0,510.0,505.0,499.0,500,500,500,509.6,509.2,497.5
0,8.0,8.0,5.0,522.0,513.0,509.0,514.0,514.0,514.0,514.0,514.0,514.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,519.0,505.0,505.0,505.0,505.0,505.0,505.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,511.0,504.0,504.0,504.0,504.0,504.0,504.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,521.0,514.0,505.0,504.0,500,500,500,517.4666666666667,508.46666666666664,506.1666666666667
0,8.0,8.0,17.0,522.0,513.0,521.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,523.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,482.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,509.0,519.0,511.0,509.0,500,500,500,520.0,511.4,513.3
0,4.0,29.0,12.0,523.0,506.0,511.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,521.0,482.0,509.0,500,500,500,521.6666666666666,493.56666666666666,512.2
0,5.0,24.0,14.0,521.0,506.0,511.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,518.0,500.0,497.0,500,500,500,520.4333333333333,503.0,507.6
0,2.0,3.0,5.0,520.0,503.0,502.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,497.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,518.0,500.0,497.0,500,500,500,518.6666666666666,501.0,498.6666666666667
0,7.0,33.0,21.0,520.0,510.0,513.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,519.0,519.0,519.0,519.0,519.0,519.0,513.0,513.0,513.0,513.0,513.0,513.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,477.0,477.0,477.0,477.0,477.0,477.0,510.0,510.0,510.0,510.0,510.0,510.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,492.0,492.0,492.0,492.0,492.0,492.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,477.0,492.0,500,500,500,518.2666666666667,499.0,501.8666666666667
0,6.0,33.0,21.0,514.0,492.0,503.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,514.0,490.0,501.0,500,500,500,513.8666666666667,496.1,504.8333333333333
0,8.0,14.0,36.0,514.0,504.0,532.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,506.0,506.0,506.0,506.0,506.0,506.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,500.0,500.0,500.0,500.0,500.0,500.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,532.0,532.0,532.0,532.0,532.0,532.0,506.0,492.0,496.0,500,500,500,511.96666666666664,495.8666666666667,505.93333333333334
0,5.0,14.0,36.0,506.0,514.0,532.0,506.0,506.0,506.0,506.0,506.0,506.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,500.0,500.0,500.0,500.0,500.0,500.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,532.0,532.0,532.0,532.0,532.0,532.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,501.0,500.0,496.0,500,500,500,503.8333333333333,506.06666666666666,516.4
0,9.0,12.0,9.0,494.0,526.0,501.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,516.0,492.0,500,500,500,494.56666666666666,521.0,497.46666666666664
0,4.0,24.0,22.0,496.0,516.0,514.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,492.0,492.0,492.0,500,500,500,493.3333333333333,508.0,499.3333333333333
0,4.0,26.0,22.0,496.0,518.0,514.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,493.0,493.0,493.0,493.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,518.0,518.0,518.0,518.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,506.0,506.0,506.0,506.0,493.0,492.0,506.0,500,500,500,495.06666666666666,498.6666666666667,510.0
0,3.0,26.0,22.0,496.0,518.0,514.0,496.0,496.0,496.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,495.0,495.0,495.0,492.0,492.0,492.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,502.0,502.0,502.0,502.0,514.0,514.0,514.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,492.0,492.0,492.0,492.0,493.0,492.0,492.0,500,500,500,494.6,504.26666666666665,508.3333333333333
