,unixtime,emg0,emg1,emg2,emg0_ampl,emg1_ampl,emg2_ampl,emg0_med,emg1_med
136,1555416511.4670556,519.0,494.0,512.0,75.0,170.0,191.0,506.25,495.75
137,1555416511.5633407,525.0,577.0,540.0,75.0,182.0,191.0,507.1,497.75
138,1555416511.6381779,500.0,535.0,518.0,75.0,182.0,191.0,507.7,497.6
139,1555416511.7136254,501.0,501.0,606.0,75.0,182.0,191.0,508.8,499.0
140,1555416511.7967117,496.0,484.0,495.0,75.0,182.0,191.0,509.15,498.3
141,1555416511.8824441,499.0,469.0,465.0,75.0,182.0,191.0,508.6,498.8
142,1555416511.9535465,524.0,637.0,467.0,75.0,242.0,191.0,509.5,507.45
143,1555416512.025695,494.0,533.0,472.0,75.0,242.0,191.0,508.0,509.95
144,1555416512.1106415,531.0,546.0,514.0,75.0,242.0,191.0,508.75,509.75
145,1555416512.189208,514.0,456.0,482.0,66.0,242.0,191.0,507.05,507.95
146,1555416512.281624,518.0,458.0,423.0,58.0,242.0,191.0,506.0,502.6
147,1555416512.358997,504.0,529.0,473.0,58.0,242.0,191.0,506.0,504.1
148,1555416512.4406981,495.0,452.0,456.0,58.0,242.0,191.0,505.3,502.8
149,1555416512.5202832,494.0,526.0,564.0,58.0,242.0,191.0,504.85,504.15
150,1555416512.6052847,486.0,456.0,566.0,58.0,242.0,183.0,503.65,502.15
151,1555416512.6954827,484.0,476.0,520.0,58.0,242.0,183.0,502.8,501.8
152,1555416512.7823913,519.0,508.0,484.0,47.0,185.0,183.0,505.1,507.45
153,1555416512.881011,521.0,561.0,469.0,47.0,185.0,183.0,506.6,511.8
154,1555416512.952796,499.0,550.0,535.0,47.0,185.0,183.0,506.2,513.8
155,1555416513.0248103,520.0,567.0,482.0,47.0,185.0,183.0,507.15,515.75
156,1555416513.1085875,510.0,502.0,601.0,47.0,185.0,183.0,506.7,516.15
157,1555416513.1886077,494.0,506.0,569.0,47.0,185.0,183.0,505.15,512.6
158,1555416513.2665062,492.0,495.0,587.0,47.0,185.0,183.0,504.75,510.6
159,1555416513.3532372,538.0,505.0,579.0,54.0,185.0,178.0,506.6,510.8
160,1555416513.4369862,511.0,447.0,543.0,54.0,190.0,178.0,507.35,508.95
161,1555416513.5263648,496.0,413.0,545.0,54.0,224.0,178.0,507.2,506.15
162,1555416513.6077461,495.0,510.0,546.0,54.0,154.0,178.0,505.75,499.8
163,1555416513.6801026,501.0,512.0,636.0,54.0,154.0,213.0,506.1,498.75
164,1555416513.7662485,497.0,513.0,538.0,54.0,154.0,213.0,504.4,497.1
165,1555416513.8482792,488.0,471.0,514.0,54.0,154.0,213.0,503.1,497.85
166,1555416513.922199,517.0,513.0,489.0,54.0,154.0,180.0,503.05,500.6
167,1555416514.0006704,514.0,600.0,524.0,54.0,187.0,180.0,503.55,504.15
168,1555416514.08161,510.0,518.0,419.0,54.0,187.0,217.0,504.3,507.45
169,1555416514.153877,529.0,528.0,485.0,54.0,187.0,217.0,506.05,507.55
170,1555416514.2254744,499.0,458.0,540.0,54.0,187.0,217.0,506.7,507.65
171,1555416514.3000064,499.0,487.0,556.0,50.0,187.0,217.0,507.45,508.2
172,1555416514.3720567,511.0,485.0,450.0,50.0,187.0,217.0,507.05,507.05
173,1555416514.4529731,501.0,482.0,485.0,50.0,187.0,217.0,506.05,503.1
174,1555416514.5221422,502.0,476.0,433.0,50.0,187.0,217.0,506.2,499.4
175,1555416514.5964956,496.0,503.0,431.0,50.0,187.0,217.0,505.0,496.2
176,1555416514.6941097,537.0,577.0,433.0,50.0,187.0,217.0,506.35,499.95
177,1555416514.7658234,498.0,491.0,411.0,50.0,187.0,225.0,506.55,499.2
178,1555416514.8358784,509.0,503.0,463.0,50.0,187.0,225.0,507.4,499.6
179,1555416514.9264667,494.0,512.0,444.0,49.0,187.0,225.0,505.2,499.95
180,1555416515.0246177,492.0,500.0,455.0,49.0,187.0,225.0,504.25,502.6
181,1555416515.1028519,487.0,535.0,468.0,50.0,142.0,225.0,503.8,508.7
182,1555416515.1827424,484.0,516.0,437.0,53.0,142.0,225.0,503.25,509.0
183,1555416515.263789,492.0,481.0,389.0,53.0,142.0,167.0,502.8,507.45
184,1555416515.3389509,492.0,508.0,467.0,53.0,142.0,167.0,502.55,507.2
185,1555416515.4230292,529.0,543.0,442.0,53.0,142.0,167.0,504.6,510.8
186,1555416515.5115774,499.0,467.0,586.0,53.0,142.0,197.0,503.7,508.5
187,1555416515.6015942,497.0,410.0,521.0,53.0,167.0,197.0,502.85,499.0
188,1555416515.6836374,503.0,522.0,572.0,53.0,167.0,197.0,502.5,499.2
189,1555416515.7714403,532.0,618.0,595.0,53.0,208.0,206.0,502.65,503.7
190,1555416515.8578384,554.0,542.0,532.0,70.0,208.0,206.0,505.4,507.9
191,1555416515.9280875,516.0,474.0,507.0,70.0,208.0,206.0,506.25,507.25
192,1555416516.0061607,520.0,472.0,583.0,70.0,208.0,206.0,506.7,506.6
193,1555416516.0879693,488.0,522.0,555.0,70.0,208.0,206.0,506.05,508.6
194,1555416516.1633563,552.0,507.0,472.0,70.0,208.0,206.0,508.55,510.15
195,1555416516.2405412,532.0,539.0,496.0,70.0,208.0,206.0,510.35,511.95
196,1555416516.313784,486.0,413.0,460.0,70.0,208.0,206.0,507.8,503.75
197,1555416516.4055734,502.0,499.0,503.0,70.0,208.0,206.0,508.0,504.15
198,1555416516.493807,529.0,589.0,478.0,70.0,208.0,206.0,509.0,508.45
199,1555416516.5709784,488.0,411.0,493.0,70.0,208.0,206.0,508.7,503.4
200,1555416516.6663203,468.0,368.0,453.0,86.0,250.0,206.0,507.5,496.8
201,1555416516.7404292,515.0,523.0,508.0,86.0,250.0,206.0,508.9,496.2
202,1555416516.816744,549.0,541.0,586.0,86.0,250.0,206.0,512.15,497.45
203,1555416516.8969593,531.0,476.0,645.0,86.0,250.0,203.0,514.1,497.2
204,1555416516.9886973,531.0,471.0,399.0,86.0,250.0,246.0,516.05,495.35
205,1555416517.0860307,532.0,457.0,482.0,86.0,250.0,246.0,516.2,491.05
206,1555416517.1638722,497.0,477.0,425.0,86.0,250.0,246.0,516.1,491.55
207,1555416517.2440662,492.0,459.0,536.0,86.0,250.0,246.0,515.85,494.0
208,1555416517.3346205,501.0,531.0,685.0,86.0,250.0,286.0,515.75,494.45
209,1555416517.4175534,515.0,527.0,465.0,86.0,221.0,286.0,514.9,489.9
210,1555416517.488668,492.0,474.0,512.0,84.0,221.0,286.0,511.8,486.5
211,1555416517.584102,496.0,551.0,563.0,84.0,221.0,286.0,510.8,490.35
212,1555416517.6695302,532.0,457.0,482.0,84.0,221.0,286.0,511.4,489.6
213,1555416517.7659125,497.0,477.0,425.0,84.0,221.0,286.0,511.85,487.35
214,1555416517.839519,492.0,459.0,536.0,81.0,221.0,286.0,508.85,484.95
215,1555416517.9133625,501.0,531.0,685.0,81.0,221.0,286.0,507.3,484.55
216,1555416517.9982553,524.0,516.0,499.0,81.0,221.0,286.0,509.2,489.7
217,1555416518.0914989,487.0,536.0,539.0,81.0,221.0,286.0,508.45,491.55
218,1555416518.171865,484.0,479.0,528.0,81.0,183.0,286.0,506.2,486.05
219,1555416518.247123,511.0,495.0,520.0,81.0,183.0,286.0,507.35,490.25
220,1555416518.3253906,531.0,581.0,515.0,65.0,124.0,286.0,510.5,500.9
221,1555416518.4030802,499.0,596.0,469.0,65.0,139.0,286.0,509.7,504.55
222,1555416518.4750829,502.0,451.0,245.0,48.0,145.0,440.0,507.35,500.05
223,1555416518.5626783,518.0,424.0,0.0,48.0,172.0,685.0,506.7,497.45
224,1555416518.6437385,549.0,403.0,117.0,65.0,193.0,685.0,507.6,494.05
225,1555416518.718862,462.0,435.0,675.0,87.0,193.0,685.0,504.1,492.95
226,1555416518.8156395,505.0,442.0,241.0,87.0,193.0,685.0,504.5,491.2
227,1555416518.9098551,488.0,370.0,508.0,87.0,226.0,685.0,504.3,486.75
228,1555416518.990586,511.0,566.0,754.0,87.0,226.0,754.0,504.8,488.5
229,1555416519.068281,488.0,448.0,532.0,87.0,226.0,754.0,503.45,484.55
230,1555416519.152264,501.0,514.0,468.0,87.0,226.0,754.0,503.9,486.55
231,1555416519.2386148,503.0,485.0,731.0,87.0,226.0,754.0,504.25,483.25
232,1555416519.3143728,493.0,485.0,714.0,87.0,226.0,754.0,502.3,484.65
233,1555416519.393645,508.0,566.0,481.0,87.0,226.0,754.0,502.85,489.1
234,1555416519.4801934,511.0,520.0,490.0,87.0,226.0,754.0,503.8,492.15
235,1555416519.5606153,470.0,478.0,679.0,87.0,226.0,754.0,502.25,489.5
236,1555416519.644634,497.0,478.0,531.0,87.0,226.0,754.0,500.9,487.6
237,1555416519.7256362,505.0,506.0,764.0,87.0,226.0,764.0,501.8,486.1
238,1555416519.8101315,508.0,519.0,544.0,87.0,226.0,764.0,503.0,488.1
239,1555416519.8901088,523.0,444.0,488.0,87.0,226.0,764.0,503.6,485.55
240,1555416519.965759,530.0,673.0,627.0,87.0,303.0,764.0,503.55,490.15
241,1555416520.0529933,498.0,527.0,446.0,87.0,303.0,764.0,503.5,486.7
242,1555416520.15142,521.0,494.0,473.0,87.0,303.0,764.0,504.45,488.85
243,1555416520.2301614,507.0,459.0,571.0,87.0,303.0,647.0,503.9,490.6
244,1555416520.3030653,506.0,548.0,476.0,68.0,303.0,523.0,501.75,497.85
245,1555416520.3884623,505.0,397.0,357.0,60.0,303.0,523.0,503.9,495.95
246,1555416520.4726796,517.0,548.0,521.0,60.0,303.0,407.0,504.5,501.25
247,1555416520.5476007,508.0,526.0,466.0,60.0,276.0,407.0,505.5,509.05
248,1555416520.6245863,535.0,495.0,520.0,65.0,276.0,407.0,506.7,505.5
249,1555416520.7112026,519.0,558.0,543.0,65.0,276.0,407.0,508.25,511.0
250,1555416520.7904775,488.0,424.0,522.0,65.0,276.0,407.0,507.6,506.5
251,1555416520.8680956,522.0,547.0,543.0,65.0,276.0,407.0,508.55,509.6
252,1555416520.9384844,503.0,517.0,577.0,65.0,276.0,407.0,509.05,511.2
253,1555416521.0122104,491.0,475.0,569.0,65.0,276.0,407.0,508.2,506.65
254,1555416521.0884752,558.0,601.0,488.0,88.0,276.0,407.0,510.55,510.7
255,1555416521.1632228,521.0,514.0,457.0,70.0,276.0,407.0,513.1,512.5
256,1555416521.2454648,498.0,483.0,518.0,70.0,276.0,407.0,513.15,512.75
257,1555416521.319869,465.0,507.0,618.0,93.0,276.0,270.0,511.15,512.8
258,1555416521.4003038,491.0,515.0,529.0,93.0,276.0,270.0,510.3,512.6
259,1555416521.482659,493.0,531.0,590.0,93.0,276.0,270.0,508.8,516.95
260,1555416521.5608106,529.0,555.0,488.0,93.0,204.0,261.0,508.75,511.05
261,1555416521.654996,489.0,523.0,578.0,93.0,204.0,261.0,508.3,510.85
262,1555416521.7315228,540.0,588.0,524.0,93.0,204.0,261.0,509.25,515.55
263,1555416521.8007367,557.0,463.0,487.0,93.0,204.0,261.0,511.75,515.75
264,1555416521.8863308,491.0,520.0,607.0,93.0,204.0,261.0,511.0,514.35
265,1555416521.9608517,504.0,520.0,507.0,93.0,177.0,161.0,510.95,520.5
266,1555416522.0502465,505.0,522.0,418.0,93.0,177.0,200.0,510.35,519.2
267,1555416522.1264615,490.0,461.0,298.0,93.0,177.0,320.0,509.45,515.95
268,1555416522.2161767,544.0,623.0,472.0,93.0,199.0,320.0,509.9,522.35
269,1555416522.2952085,513.0,489.0,401.0,93.0,199.0,320.0,509.6,518.9
270,1555416522.367596,506.0,551.0,506.0,93.0,162.0,320.0,510.5,525.25
271,1555416522.4456177,499.0,554.0,559.0,93.0,162.0,320.0,509.35,525.6
272,1555416522.5188875,487.0,488.0,454.0,93.0,162.0,320.0,508.55,524.15
273,1555416522.6072447,516.0,496.0,407.0,93.0,162.0,320.0,509.8,525.2
274,1555416522.6902432,496.0,460.0,438.0,92.0,163.0,320.0,506.7,518.15
275,1555416522.7715259,486.0,490.0,556.0,92.0,163.0,320.0,504.95,516.95
276,1555416522.8525336,494.0,586.0,441.0,92.0,163.0,320.0,504.75,522.1
277,1555416522.9372773,504.0,533.0,394.0,71.0,163.0,309.0,506.7,523.4
278,1555416523.0204458,494.0,531.0,662.0,71.0,163.0,364.0,506.85,524.2
279,1555416523.10016,509.0,544.0,697.0,71.0,163.0,399.0,507.65,524.85
280,1555416523.1848652,479.0,409.0,488.0,78.0,214.0,399.0,505.15,517.55
281,1555416523.2594142,504.0,508.0,642.0,78.0,214.0,399.0,505.9,516.8
282,1555416523.3503628,505.0,511.0,703.0,78.0,214.0,405.0,504.15,512.95
283,1555416523.4253054,516.0,508.0,638.0,65.0,214.0,405.0,502.1,515.2
284,1555416523.5063465,481.0,418.0,634.0,65.0,214.0,405.0,501.6,510.1
285,1555416523.5909228,496.0,473.0,710.0,65.0,214.0,412.0,501.2,507.75
286,1555416523.6806011,503.0,563.0,721.0,65.0,214.0,423.0,501.1,509.8
287,1555416523.7591856,513.0,518.0,517.0,65.0,214.0,327.0,502.25,512.65
288,1555416523.8437178,521.0,437.0,304.0,42.0,177.0,417.0,501.1,503.35
289,1555416523.9302933,531.0,514.0,463.0,52.0,177.0,417.0,502.0,504.6
290,1555416524.0016978,497.0,562.0,685.0,52.0,177.0,417.0,501.55,505.15
291,1555416524.0807328,519.0,563.0,562.0,52.0,177.0,417.0,502.55,505.6
292,1555416524.1514504,527.0,563.0,545.0,52.0,177.0,417.0,504.55,509.35
293,1555416524.2441342,500.0,502.0,512.0,52.0,177.0,417.0,503.75,509.65
294,1555416524.3279545,508.0,581.0,630.0,52.0,177.0,417.0,504.35,515.7
295,1555416524.4197183,522.0,520.0,471.0,52.0,177.0,417.0,506.15,517.2
296,1555416524.4952579,507.0,503.0,554.0,52.0,172.0,417.0,506.8,513.05
297,1555416524.5734644,488.0,479.0,644.0,52.0,172.0,417.0,506.0,510.35
298,1555416524.647109,486.0,459.0,378.0,52.0,172.0,417.0,505.6,506.75
299,1555416524.7282493,551.0,531.0,256.0,72.0,172.0,465.0,507.7,506.1
300,1555416524.8329384,503.0,552.0,312.0,70.0,163.0,465.0,508.9,513.25
301,1555416524.916157,496.0,548.0,242.0,70.0,163.0,479.0,508.5,515.25
302,1555416524.9859898,486.0,536.0,246.0,70.0,163.0,479.0,507.55,516.5
303,1555416525.0647082,504.0,555.0,465.0,70.0,163.0,479.0,506.95,518.85
304,1555416525.1511722,587.0,661.0,570.0,101.0,224.0,479.0,512.25,531.0
305,1555416525.226641,501.0,512.0,508.0,101.0,224.0,479.0,512.5,532.95
306,1555416525.3026867,528.0,528.0,632.0,101.0,224.0,443.0,513.75,531.2
307,1555416525.3789072,514.0,472.0,1021.0,101.0,224.0,779.0,513.8,528.9
308,1555416525.4483564,538.0,651.0,1021.0,101.0,202.0,779.0,514.65,539.6
309,1555416525.5192776,537.0,512.0,834.0,101.0,202.0,779.0,514.95,539.5
310,1555416525.592844,515.0,512.0,509.0,101.0,202.0,779.0,515.85,537.0
311,1555416525.6721344,504.0,670.0,565.0,101.0,211.0,779.0,515.1,542.35
312,1555416525.7447555,512.0,572.0,469.0,101.0,211.0,779.0,514.35,542.8
313,1555416525.8218477,507.0,487.0,423.0,101.0,211.0,779.0,514.7,542.05
314,1555416525.8992333,492.0,537.0,599.0,101.0,211.0,779.0,513.9,539.85
315,1555416525.9801407,512.0,505.0,825.0,101.0,211.0,779.0,513.4,539.1
316,1555416526.0583868,507.0,460.0,628.0,101.0,211.0,779.0,513.4,536.95
317,1555416526.1437612,494.0,442.0,532.0,101.0,228.0,779.0,513.7,535.1
318,1555416526.2229314,496.0,484.0,534.0,101.0,228.0,779.0,514.2,536.35
319,1555416526.311836,482.0,412.0,521.0,105.0,258.0,779.0,510.75,530.4
